tss,chromosome,tss_pos,promoter,enhancer,e_count
NM_022828,chr5,112849358,chr5:112848358-112850358,chr5:112383528-112383665,1
NM_022897,chr5,170288885,chr5:170287885-170289885,chr5:170060615-170060931;chr5:170378492-170378604,2
NM_022909,chr5,68485374,chr5:68484374-68486374,NA,0
NM_022963,chr5,176516550,chr5:176515550-176517550,chr5:176526460-176526848,1
NM_023039,chr5,72861511,chr5:72860511-72862511,NA,0
NM_023073,chr5,37249530,chr5:37248530-37250530,chr5:37209037-37209204;chr5:37272795-37272956,2
NM_024007,chr5,158526770,chr5:158525770-158527770,chr5:158248563-158248909;chr5:158325217-158325461;chr5:158380752-158381154;chr5:158438022-158438330;chr5:158478339-158478495;chr5:158491555-158491917;chr5:158521683-158522288;chr5:158854760-158855055;chr5:158938695-158938959,9
NM_024091;NR_036553;NR_073608,chr5,7869150,chr5:7868150-7870150,NA,0
NM_024337,chr5,3596167,chr5:3595167-3597167,NA,0
NM_024565,chr5,159739607,chr5:159738607-159740607,chr5:159688113-159688294;chr5:159720972-159721325,2
NM_024577,chr5,148442737,chr5:148441737-148443737,chr5:148600871-148601299,1
NM_024594,chr5,168006614,chr5:168005614-168007614,chr5:167752204-167752623,1
NM_024669,chr5,55529186,chr5:55528186-55530186,NA,0
NM_024717,chr5,94620279,chr5:94619279-94621279,NA,0
NM_024786,chr5,851101,chr5:850101-852101,chr5:656184-656577,1
NM_024830,chr5,1524092,chr5:1523092-1525092,chr5:1103805-1104368;chr5:1104689-1105159;chr5:1105639-1106251;chr5:1108916-1109348;chr5:1110480-1111164;chr5:1134623-1134911;chr5:1470037-1470319;chr5:1475636-1475716;chr5:1478329-1478968;chr5:1485196-1485502;chr5:1490323-1490754;chr5:1498250-1498484;chr5:1501941-1502569;chr5:1503544-1504024;chr5:1504118-1504272;chr5:1512306-1512503;chr5:1516282-1516761;chr5:1517056-1517558;chr5:1518804-1519187;chr5:1536479-1536809;chr5:1562820-1563021;chr5:1564127-1564592,22
NM_024867;NM_144722,chr5,35617988,chr5:35616988-35618988,chr5:35673129-35673344;chr5:35797370-35797672;chr5:35811299-35811593;chr5:35817059-35817532;chr5:35853494-35854024;chr5:35854333-35854826;chr5:35859977-35860281,7
NM_024872,chr5,176936858,chr5:176935858-176937858,chr5:176855088-176855271;chr5:176856256-176856655;chr5:176972522-176972758;chr5:176973275-176973657,4
NM_025153,chr5,160279219,chr5:160278219-160280219,chr5:160225395-160225777;chr5:160344282-160344296,2
NM_025158,chr5,178977561,chr5:178976561-178978561,chr5:178820200-178820548;chr5:179350502-179350731;chr5:179386785-179386995;chr5:179398044-179398477;chr5:179453285-179453637;chr5:179461499-179461900,6
NM_030571,chr5,141488323,chr5:141487323-141489323,chr5:141163260-141163447;chr5:141191253-141191653;chr5:141256552-141256862;chr5:141260592-141260733;chr5:141262176-141262446;chr5:141468055-141468189,6
NM_030613,chr5,178322894,chr5:178321894-178323894,chr5:178003802-178003988,1
NM_030627,chr5,173315330,chr5:173314330-173316330,chr5:172879193-172879453;chr5:172881373-172881649;chr5:172883833-172884047;chr5:173098193-173098638;chr5:173119808-173120151;chr5:173189921-173190166;chr5:173191567-173191754;chr5:173199242-173199802;chr5:173205115-173205307;chr5:173205731-173206004;chr5:173208911-173209406;chr5:173262219-173262354;chr5:173293319-173293521;chr5:173293652-173293800;chr5:173312606-173312854;chr5:173391394-173391777,16
NM_030782,chr5,1345185,chr5:1344185-1346185,NA,0
NM_030793,chr5,147763497,chr5:147762497-147764497,chr5:147343599-147343802;chr5:147565828-147566233;chr5:147572374-147572821;chr5:147580878-147580957;chr5:147584875-147585351;chr5:147616301-147616769;chr5:147751867-147752022;chr5:147782971-147782994;chr5:148170506-148170627;chr5:148170785-148171258;chr5:148172345-148172765;chr5:148185507-148185821;chr5:148187476-148187823;chr5:148188522-148188838,14
NM_030945;NM_181435,chr5,34043371,chr5:34042371-34044371,chr5:34006520-34007060,1
NM_030953,chr5,149380730,chr5:149379730-149381730,NA,0
NM_030955,chr5,33892297,chr5:33891297-33893297,chr5:33789074-33789288;chr5:33807297-33807469,2
NM_031496,chr5,140174443,chr5:140173443-140175443,NA,0
NM_031883,chr5,140346351,chr5:140345351-140347351,chr5:140381838-140382244,1
NM_031900,chr5,35048240,chr5:35047240-35049240,chr5:35220570-35220626,1
NM_031908,chr5,159797648,chr5:159796648-159798648,NA,0
NM_031947,chr5,140683630,chr5:140682630-140684630,chr5:140464698-140465034;chr5:141163260-141163447,2
NM_031952;NR_125327;NR_125328;NR_125329;NR_125330,chr5,95018714,chr5:95017714-95019714,NA,0
NM_032028,chr5,112770728,chr5:112769728-112771728,NA,0
NM_032101,chr5,140797213,chr5:140796213-140798213,chr5:140464698-140465034;chr5:141054975-141055298;chr5:141163260-141163447,3
NM_032109,chr5,76934522,chr5:76933522-76935522,chr5:76977025-76977227;chr5:77177525-77177937,2
NM_032119;NR_003149,chr5,89854616,chr5:89853616-89855616,NA,0
NM_032151,chr5,134240809,chr5:134239809-134241809,chr5:133880902-133881116,1
NM_032177,chr5,125936606,chr5:125935606-125937606,NA,0
NM_032286,chr5,6378639,chr5:6377639-6379639,NA,0
NM_032289,chr5,139175405,chr5:139174405-139176405,chr5:138897527-138897822;chr5:139078128-139078514;chr5:139113196-139113643;chr5:139145441-139145496,4
NM_032290,chr5,93954390,chr5:93953390-93955390,chr5:93853995-93854051;chr5:94033836-94034405,2
NM_032361,chr5,175395318,chr5:175394318-175396318,NA,0
NM_032385,chr5,154230245,chr5:154229245-154231245,NA,0
NM_032412,chr5,139554652,chr5:139553652-139555652,chr5:139638984-139639383,1
NM_032446,chr5,126626455,chr5:126625455-126627455,chr5:126634440-126634619;chr5:126738712-126738949;chr5:126985914-126986221,3
NM_032479,chr5,1799956,chr5:1798956-1800956,NA,0
NM_032566,chr5,147691989,chr5:147690989-147692989,chr5:147689356-147689718;chr5:147722722-147723108,2
NM_032567,chr5,79615789,chr5:79614789-79616789,chr5:79869152-79869296,1
NM_032587,chr5,40841409,chr5:40840409-40842409,chr5:40356013-40356270;chr5:40356568-40356664;chr5:40385282-40385417;chr5:40391782-40391988;chr5:40405418-40405726;chr5:40406129-40406453;chr5:40406938-40407269;chr5:40411118-40411409;chr5:40437600-40437979;chr5:40440989-40441266;chr5:40447095-40447379;chr5:40485241-40485566;chr5:40485617-40485833;chr5:40486540-40486993;chr5:40490442-40491221;chr5:40492231-40492441;chr5:40503675-40503802;chr5:40515089-40515403;chr5:40522086-40522320;chr5:40570659-40570764;chr5:40628615-40628933;chr5:40672647-40672783;chr5:40682862-40683125,23
NM_032765,chr5,180688119,chr5:180687119-180689119,chr5:180616521-180617006,1
NM_032782,chr5,156536248,chr5:156535248-156537248,chr5:156520687-156520959;chr5:156524131-156524285;chr5:156527508-156527705;chr5:156540141-156540423;chr5:156698884-156699173;chr5:156700202-156700407;chr5:156708045-156708232;chr5:156718541-156718931;chr5:156891501-156891799;chr5:156943029-156943356;chr5:156994129-156994375;chr5:157008752-157009437;chr5:157009816-157010054;chr5:157019708-157019949;chr5:157021166-157021781;chr5:157022180-157022337;chr5:157023315-157023779;chr5:157026612-157027036;chr5:157029541-157029807;chr5:157030326-157030804;chr5:157034878-157035003,21
NM_032947,chr5,150157507,chr5:150156507-150158507,chr5:149999061-149999403;chr5:150142965-150143377;chr5:150159490-150160262;chr5:150161319-150161633;chr5:150163031-150163501;chr5:150167184-150167440;chr5:150169826-150170319;chr5:150447679-150448189;chr5:150468607-150468833;chr5:150474739-150475397;chr5:150635446-150635735,11
NM_033035,chr5,110407389,chr5:110406389-110408389,NA,0
NM_033120,chr5,1009076,chr5:1008076-1010076,chr5:957591-958302;chr5:964244-964536;chr5:1022145-1022187,3
NM_033137,chr5,142077635,chr5:142076635-142078635,chr5:141992944-141993173;chr5:142105384-142105400,2
NM_033211,chr5,102594402,chr5:102593402-102595402,chr5:102788432-102788628;chr5:102880238-102880635,2
NM_033274,chr5,157002831,chr5:157001831-157003831,chr5:156520687-156520959;chr5:156524131-156524285;chr5:156527508-156527705;chr5:156540141-156540423;chr5:156698884-156699173;chr5:156700202-156700407;chr5:156708045-156708232;chr5:156718541-156718931;chr5:156891501-156891799;chr5:156911705-156911968;chr5:156914271-156914616;chr5:156943029-156943356;chr5:156994129-156994375;chr5:157008752-157009437;chr5:157009816-157010054;chr5:157019708-157019949;chr5:157021166-157021781;chr5:157022180-157022337;chr5:157023315-157023779;chr5:157026612-157027036;chr5:157029541-157029807;chr5:157030326-157030804;chr5:157034878-157035003;chr5:157038675-157038947;chr5:157040513-157041041;chr5:157284724-157285025;chr5:157298654-157298775,27
NM_033281,chr5,68513572,chr5:68512572-68514572,NA,0
NM_033342;NM_203293,chr5,180632293,chr5:180631293-180633293,NA,0
NM_033414,chr5,16465894,chr5:16464894-16466894,chr5:16627050-16627278,1
NM_033449,chr5,141030986,chr5:141029986-141031986,chr5:141404371-141404781;chr5:141468055-141468189,2
NM_033549;NM_201627,chr5,180650262,chr5:180649262-180651262,chr5:180616521-180617006,1
NM_052863,chr5,180018487,chr5:180017487-180019487,NA,0
NM_052899,chr5,176037131,chr5:176036131-176038131,chr5:176250127-176250448,1
NM_052909,chr5,92265,chr5:91265-93265,chr5:53990-54174;chr5:208612-208991;chr5:601191-601577,3
NM_052971,chr5,132209357,chr5:132208357-132210357,chr5:132404436-132404641,1
NM_054013,chr5,179229875,chr5:179228875-179230875,chr5:179465387-179465429,1
NM_054023,chr5,147258273,chr5:147257273-147259273,NA,0
NM_054027,chr5,14871894,chr5:14870894-14872894,chr5:15008718-15008950,1
NM_058230,chr5,178286953,chr5:178285953-178287953,chr5:178034122-178034420,1
NM_058244,chr5,137419580,chr5:137418580-137420580,chr5:137237773-137238021;chr5:137785775-137785891;chr5:137881069-137881276,3
NM_078483,chr5,150827156,chr5:150826156-150828156,chr5:150396267-150396571;chr5:150438663-150438839;chr5:150447679-150448189;chr5:150455023-150455538;chr5:150462985-150463261;chr5:150468607-150468833;chr5:150474739-150475397;chr5:150588200-150588477;chr5:150588639-150588957;chr5:150593680-150594043;chr5:150635446-150635735;chr5:151129219-151129502,12
NM_080656,chr5,133747598,chr5:133746598-133748598,NA,0
NM_080670,chr5,139944149,chr5:139943149-139945149,chr5:139631101-139631601;chr5:139652898-139653497;chr5:139968065-139968565;chr5:139982562-139982853;chr5:139986816-139987050;chr5:139988781-139989053;chr5:139990904-139991173,7
NM_080881,chr5,176899871,chr5:176898871-176900871,chr5:176791475-176791863;chr5:176808266-176808459,2
NM_130767,chr5,80689988,chr5:80688988-80690988,chr5:80705760-80705793,1
NM_130772,chr5,76145825,chr5:76144825-76146825,chr5:75697663-75698026;chr5:75763076-75763442;chr5:75764656-75765363;chr5:75765654-75766016;chr5:75769607-75769838;chr5:75783796-75783990;chr5:75796812-75797204;chr5:75817028-75817592;chr5:75875096-75875329;chr5:75878112-75878410;chr5:76147668-76147777;chr5:76159310-76159698;chr5:76527343-76527617;chr5:76562294-76562426,14
NM_130848,chr5,134783038,chr5:134782038-134784038,chr5:134469772-134469821;chr5:134471631-134472059,2
NM_130899,chr5,156593279,chr5:156592279-156594279,NA,0
NM_133338;NM_133344,chr5,68665638,chr5:68664638-68666638,NA,0
NM_133339,chr5,68667280,chr5:68666280-68668280,NA,0
NM_133340;NM_133341,chr5,68666861,chr5:68665861-68667861,NA,0
NM_133342,chr5,68665557,chr5:68664557-68666557,NA,0
NM_133343,chr5,68665123,chr5:68664123-68666123,NA,0
NM_133369,chr5,176237559,chr5:176236559-176238559,chr5:176245417-176245632;chr5:176250127-176250448;chr5:176250976-176251175,3
NM_133456,chr5,132162002,chr5:132161002-132163002,NA,0
NM_133638,chr5,128795957,chr5:128794957-128796957,chr5:128924961-128925290;chr5:129020678-129020929,2
NM_138348,chr5,14664753,chr5:14663753-14665753,chr5:14204877-14205144;chr5:14208272-14208510;chr5:14600164-14600334;chr5:14666216-14666664;chr5:14668408-14668752;chr5:14672104-14672643;chr5:14676546-14676758;chr5:14809867-14810211;chr5:14999732-15000132,9
NM_138453,chr5,57878870,chr5:57877870-57879870,chr5:58359884-58360252,1
NM_138492;NM_182960;NM_205846,chr5,145214932,chr5:145213932-145215932,chr5:145236184-145236553,1
NM_138551,chr5,110409011,chr5:110408011-110410011,NA,0
NM_138809,chr5,10308168,chr5:10307168-10309168,NA,0
NM_138820,chr5,175815526,chr5:175814526-175816526,chr5:175962179-175962700,1
NM_139056;NR_136935,chr5,5140442,chr5:5139442-5141442,NA,0
NM_139164,chr5,110848295,chr5:110847295-110849295,chr5:110830968-110831101;chr5:110838164-110838531;chr5:110865894-110866475;chr5:110910574-110910857;chr5:111342511-111342737,5
NM_139168,chr5,65440662,chr5:65439662-65441662,chr5:65447669-65447962,1
NM_139281,chr5,110427869,chr5:110426869-110428869,chr5:110590382-110590645;chr5:110830968-110831101;chr5:110838164-110838531;chr5:110910574-110910857,4
NM_144647,chr5,35938881,chr5:35937881-35939881,NA,0
NM_144723,chr5,140079944,chr5:140078944-140080944,chr5:139638984-139639383;chr5:139933633-139933898;chr5:139975060-139975424;chr5:139991572-139991775,4
NM_144725,chr5,34839268,chr5:34838268-34840268,NA,0
NM_144726,chr5,158634834,chr5:158633834-158635834,chr5:158380752-158381154;chr5:158385170-158385443;chr5:158394581-158395139;chr5:158438022-158438330;chr5:158448175-158448456;chr5:158611896-158612266;chr5:158667490-158667750;chr5:158764609-158764870;chr5:158839407-158839958,9
NM_145049,chr5,158690074,chr5:158689074-158691074,NA,0
NM_145265,chr5,218297,chr5:217297-219297,NA,0
NM_145282,chr5,135170364,chr5:135169364-135171364,chr5:134712896-134713181;chr5:135171365-135171441,2
NM_145867,chr5,179220985,chr5:179219985-179221985,chr5:179476258-179476557;chr5:179512347-179512479;chr5:179512852-179513059,3
NM_152277,chr5,171710795,chr5:171709795-171711795,chr5:171388246-171388386;chr5:171431879-171432256;chr5:171558365-171558643;chr5:171560333-171560981;chr5:171606484-171606964;chr5:171702162-171702431;chr5:171779515-171779740;chr5:171788471-171789086;chr5:171838601-171839062;chr5:171839597-171840252;chr5:171845132-171845429;chr5:171870556-171870796;chr5:172142561-172142691;chr5:172167900-172168183;chr5:172192263-172193766;chr5:172193800-172194232;chr5:172200337-172200842;chr5:172202171-172203025;chr5:172203413-172203849;chr5:172205264-172205447;chr5:172208951-172208972;chr5:172209593-172209865,22
NM_152404,chr5,35991535,chr5:35990535-35992535,chr5:36229884-36229947,1
NM_152405,chr5,78531924,chr5:78530924-78532924,chr5:78612719-78612843,1
NM_152407,chr5,148724976,chr5:148723976-148725976,NA,0
NM_152408,chr5,75008280,chr5:75007280-75009280,NA,0
NM_152409,chr5,134181369,chr5:134180369-134182369,NA,0
NM_152546,chr5,121297655,chr5:121296655-121298655,NA,0
NM_152547,chr5,180467224,chr5:180466224-180468224,chr5:180472837-180473231;chr5:180473265-180473624,2
NM_152548,chr5,94727047,chr5:94726047-94728047,NA,0
NM_152549,chr5,114631987,chr5:114630987-114632987,chr5:114812358-114812481,1
NM_152550,chr5,145316125,chr5:145315125-145317125,NA,0
NM_152625,chr5,71803249,chr5:71802249-71804249,chr5:71761986-71762350;chr5:71768600-71768863;chr5:71800012-71800268;chr5:71806748-71806963,4
NM_152686,chr5,138775214,chr5:138774214-138776214,chr5:138319677-138319832;chr5:138440633-138440869;chr5:138897527-138897822;chr5:139078128-139078514;chr5:139145441-139145496,5
NM_152687,chr5,57787261,chr5:57786261-57788261,chr5:57795855-57795993;chr5:57840171-57840400;chr5:58156479-58156810,3
NM_152756,chr5,39074510,chr5:39073510-39075510,chr5:39077105-39077361;chr5:39177066-39177486;chr5:39178902-39179192;chr5:39187120-39187579;chr5:39197782-39197949;chr5:39207884-39208027;chr5:39210009-39210436;chr5:39215442-39215743;chr5:39249966-39250313;chr5:39256594-39256894,10
NM_153013,chr5,36242381,chr5:36241381-36243381,chr5:36119586-36119746;chr5:36229884-36229947,2
NM_153188,chr5,72143929,chr5:72142929-72144929,NA,0
NM_153216,chr5,93077309,chr5:93076309-93078309,NA,0
NM_153217,chr5,72469022,chr5:72468022-72470022,NA,0
NM_153234,chr5,96478520,chr5:96477520-96479520,NA,0
NM_153361,chr5,43192169,chr5:43191169-43193169,chr5:42858219-42858363,1
NM_153373,chr5,177659823,chr5:177658823-177660823,chr5:177543541-177543921;chr5:177645267-177645446;chr5:177647239-177647603;chr5:177761177-177761467;chr5:177784112-177784688;chr5:177792402-177793043;chr5:177910614-177910888;chr5:178034122-178034420,8
NM_153610,chr5,78985658,chr5:78984658-78986658,chr5:78843402-78843606;chr5:78990549-78990790;chr5:78993167-78993488,3
NM_170775,chr5,113769226,chr5:113768226-113770226,chr5:113754554-113754720,1
NM_172349,chr5,176560079,chr5:176559079-176561079,chr5:176250127-176250448;chr5:176330386-176330599;chr5:176699119-176699281;chr5:176855088-176855271;chr5:176856256-176856655;chr5:176972522-176972758;chr5:176973275-176973657;chr5:177041998-177042331;chr5:177042588-177043196,9
NM_173465,chr5,178017556,chr5:178016556-178018556,chr5:177910614-177910888;chr5:177913220-177913638;chr5:177933093-177933334,3
NM_173488,chr5,101834720,chr5:101833720-101835720,chr5:101577716-101577815,1
NM_173489,chr5,41071444,chr5:41070444-41072444,NA,0
NM_173491,chr5,157170702,chr5:157169702-157171702,NA,0
NM_173663;NR_146226,chr5,177210426,chr5:177209426-177211426,NA,0
NM_173666,chr5,118324300,chr5:118323300-118325300,NA,0
NM_173667,chr5,60933607,chr5:60932607-60934607,chr5:60921621-60921766,1
NM_173800,chr5,115298150,chr5:115297150-115299150,chr5:115346892-115346904,1
NM_173829,chr5,64064496,chr5:64063496-64065496,NA,0
NM_174889,chr5,60240955,chr5:60239955-60241955,NA,0
NM_174909,chr5,82373272,chr5:82372272-82374272,chr5:82453115-82453241;chr5:82602437-82602831;chr5:82608517-82608916;chr5:82664194-82664491;chr5:82664842-82665072;chr5:82670509-82670662;chr5:82673073-82673304;chr5:82769870-82770125,8
NM_175062,chr5,179636130,chr5:179635130-179637130,chr5:179399876-179400065;chr5:179604412-179604725,2
NM_175856,chr5,129240522,chr5:129239522-129241522,chr5:129387025-129387306,1
NM_175873,chr5,132149015,chr5:132148015-132150015,chr5:132115740-132115939;chr5:132136233-132136573;chr5:132581339-132581487,3
NM_175920,chr5,96294155,chr5:96293155-96295155,NA,0
NM_175921,chr5,41904445,chr5:41903445-41905445,NA,0
NM_176816,chr5,68628543,chr5:68627543-68629543,chr5:68608364-68608565,1
NM_177478,chr5,121187649,chr5:121186649-121188649,NA,0
NM_178019,chr5,134303595,chr5:134302595-134304595,NA,0
NM_178140,chr5,31639516,chr5:31638516-31640516,chr5:32083300-32083310,1
NM_178450,chr5,126366500,chr5:126365500-126367500,chr5:126181513-126181654,1
NM_178569,chr5,2752244,chr5:2751244-2753244,chr5:2750184-2750594,1
NM_180991,chr5,101632253,chr5:101631253-101633253,NA,0
NM_181501,chr5,52084135,chr5:52083135-52085135,chr5:52168603-52169046,1
NM_181504,chr5,67586466,chr5:67585466-67587466,chr5:67410541-67410768;chr5:67628501-67628685;chr5:67716540-67716815,3
NM_181506;NR_073584,chr5,61874561,chr5:61873561-61875561,NA,0
NM_181523,chr5,67511583,chr5:67510583-67512583,chr5:67069285-67069755;chr5:67561361-67561424;chr5:67628501-67628685,3
