enhancer,tss,gene
chr5:142690864-142691375,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142693038-142693275,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142694262-142694483,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142697698-142698151,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142701946-142702250,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142721389-142721627,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142785420-142785784,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265,NR3C1
chr5:142808754-142808879,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142875254-142875630,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142933744-142934083,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142937060-142937324,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142943894-142944262,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142947246-142947272,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142953876-142953986,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142954953-142955014,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142956241-142956608,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142960828-142960965,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142962532-142962958,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142963114-142963248,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142965486-142966022,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142974978-142975222,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142983021-142983225,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142985989-142986227,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142996948-142996966,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265,NR3C1
chr5:143073364-143073384,NM_020768,KCTD16
chr5:143186200-143186441,NM_021182,HMHB1
chr5:143186200-143186441,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018074;NM_001018075;NM_001018077,NR3C1
chr5:143569314-143569909,NM_020768,KCTD16
chr5:143578105-143578377,NM_001024947;NM_030799,YIPF5
chr5:14404233-14404452,NM_007118,TRIO
chr5:14408020-14408375,NM_007118,TRIO
chr5:145094622-145094634,NM_001080516,GRXCR2
chr5:145166780-145167167,NM_001080516,GRXCR2
chr5:145236184-145236553,NM_182960;NM_205846;NM_138492,PRELID2
chr5:145572478-145572767,NM_194251,GPR151
chr5:145572478-145572767,NM_001080516,GRXCR2
chr5:145724324-145724652,NM_194251,GPR151
chr5:145724324-145724652,NM_001080516,GRXCR2
chr5:145808290-145808429,NM_002700,POU4F3
chr5:14582921-14583040,NM_019018,FAM105A
chr5:14600164-14600334,NM_138348,FAM105B
chr5:146017379-146017407,NM_194251,GPR151
chr5:146017379-146017407,NM_181675,PPP2R2B
chr5:146131375-146131787,NM_181675,PPP2R2B
chr5:146151261-146151436,NM_181675;NM_181674;NM_181676;NM_181677;NM_181678,PPP2R2B
chr5:146200379-146200464,NM_181675;NM_181674;NM_181676;NM_181677;NM_181678,PPP2R2B
chr5:146233165-146233243,NM_194251,GPR151
chr5:146233165-146233243,NM_181675;NM_181677;NM_181678,PPP2R2B
chr5:146242854-146243152,NM_194251,GPR151
chr5:146242854-146243152,NM_181675;NM_181674;NM_181676;NM_181677;NM_181678,PPP2R2B
chr5:146249937-146250112,NM_194251,GPR151
chr5:146249937-146250112,NM_181675,PPP2R2B
chr5:146268013-146268084,NM_181675;NM_181677;NM_181678,PPP2R2B
chr5:146268013-146268084,NM_001112724;NM_145001,STK32A
chr5:14666216-14666664,NM_019018,FAM105A
chr5:14666216-14666664,NM_138348,FAM105B
chr5:14668408-14668752,NM_019018,FAM105A
chr5:14668408-14668752,NM_138348,FAM105B
chr5:14672104-14672643,NM_019018,FAM105A
chr5:14672104-14672643,NM_138348,FAM105B
chr5:14676546-14676758,NM_138348,FAM105B
chr5:146830882-146830936,NM_001387,DPYSL3
chr5:146830882-146830936,NM_014790,JAKMIP2
chr5:146830882-146830936,NM_181674;NM_181676,PPP2R2B
chr5:146831561-146831956,NM_001387,DPYSL3
chr5:146831561-146831956,NM_014790,JAKMIP2
chr5:146831561-146831956,NM_181674;NM_181676,PPP2R2B
chr5:146834939-146835189,NM_001387;NM_001197294,DPYSL3
chr5:146887479-146887544,NM_001197294,DPYSL3
chr5:146915248-146915516,NM_001197294,DPYSL3
chr5:146933864-146934089,NM_001197294,DPYSL3
chr5:146947412-146947925,NM_001197294,DPYSL3
chr5:1470037-1470319,NM_024830,LPCAT1
chr5:1470037-1470319,NM_006598,SLC12A7
chr5:147024840-147025034,NM_001387,DPYSL3
chr5:147024840-147025034,NM_014790,JAKMIP2
chr5:147072911-147073086,NM_014790,JAKMIP2
chr5:147073908-147073968,NM_014790,JAKMIP2
chr5:147073908-147073968,NM_001001325,SPINK14
chr5:147075771-147075969,NM_014790,JAKMIP2
chr5:147083144-147083174,NM_014790,JAKMIP2
chr5:147083144-147083174,NM_001001325,SPINK14
chr5:147155565-147155948,NM_014790,JAKMIP2
chr5:147176145-147176391,NM_014790,JAKMIP2
chr5:147184120-147184352,NM_014790,JAKMIP2
chr5:147184120-147184352,NM_001001325,SPINK14
chr5:147197647-147198100,NM_014790,JAKMIP2
chr5:147201124-147201544,NM_014790,JAKMIP2
chr5:147234496-147234684,NM_014790,JAKMIP2
chr5:147343599-147343802,NM_030793,FBXO38
chr5:1475636-1475716,NM_024830,LPCAT1
chr5:1475636-1475716,NM_006598,SLC12A7
chr5:147565828-147566233,NM_030793,FBXO38
chr5:147572374-147572821,NM_030793,FBXO38
chr5:147580878-147580957,NM_030793,FBXO38
chr5:147580878-147580957,NM_014790,JAKMIP2
chr5:147584875-147585351,NM_030793,FBXO38
chr5:147603808-147604119,NM_001040129,SPINK13
chr5:147603808-147604119,NM_001195290;NM_205841,SPINK6
chr5:147616301-147616769,NM_030793,FBXO38
chr5:147689356-147689718,NM_001127698;NM_001127699;NM_006846,SPINK5
chr5:147689356-147689718,NM_032566,SPINK7
chr5:147722722-147723108,NM_001001325,SPINK14
chr5:147722722-147723108,NM_032566,SPINK7
chr5:147738650-147738787,NM_001001325,SPINK14
chr5:147751867-147752022,NM_000024,ADRB2
chr5:147751867-147752022,NM_030793,FBXO38
chr5:147782971-147782994,NM_000024,ADRB2
chr5:147782971-147782994,NM_030793,FBXO38
chr5:147782971-147782994,NM_001001325,SPINK14
chr5:1478329-1478968,NM_024830,LPCAT1
chr5:14809867-14810211,NM_019018,FAM105A
chr5:14809867-14810211,NM_138348,FAM105B
chr5:148170506-148170627,NM_000024,ADRB2
chr5:148170506-148170627,NM_030793,FBXO38
chr5:148170785-148171258,NM_000024,ADRB2
chr5:148170785-148171258,NM_030793,FBXO38
chr5:148172345-148172765,NM_000024,ADRB2
chr5:148172345-148172765,NM_030793,FBXO38
chr5:148185507-148185821,NM_000024,ADRB2
chr5:148185507-148185821,NM_030793,FBXO38
chr5:148187476-148187823,NM_000024,ADRB2
chr5:148187476-148187823,NM_030793,FBXO38
chr5:148188522-148188838,NM_000024,ADRB2
chr5:148188522-148188838,NM_030793,FBXO38
chr5:148352583-148352893,NM_000024,ADRB2
chr5:148515213-148515594,NM_014945,ABLIM3
chr5:1485196-1485502,NM_024830,LPCAT1
chr5:1485196-1485502,NM_006598,SLC12A7
chr5:148540754-148540865,NM_014945,ABLIM3
chr5:148549934-148550119,NM_014945,ABLIM3
chr5:148591795-148592037,NM_014945,ABLIM3
chr5:148600871-148601299,NM_001001669,ARHGEF37
chr5:148600871-148601299,NM_024577,SH3TC2
chr5:148668144-148668260,NM_001146337;NM_152406,AFAP1L1
chr5:148839357-148839440,NM_001025105;NM_001892,CSNK1A1
chr5:1490323-1490754,NM_024830,LPCAT1
chr5:1490323-1490754,NM_006598,SLC12A7
chr5:149045719-149046022,NM_001025105;NM_001892,CSNK1A1
chr5:149045719-149046022,NM_000112,SLC26A2
chr5:149284540-149284708,NM_001025105;NM_001892,CSNK1A1
chr5:149284540-149284708,NM_014983,HMGXB3
chr5:149284540-149284708,NM_000112,SLC26A2
chr5:149285101-149285395,NM_000440,PDE6A
chr5:149317888-149318128,NM_001025158;NM_001025159;NM_004355;NM_001025158;NM_001025159;NM_004355,CD74
chr5:149317888-149318128,NM_001025105;NM_001892,CSNK1A1
chr5:149317888-149318128,NM_014983,HMGXB3
chr5:149317888-149318128,NM_000112,SLC26A2
chr5:149318595-149318961,NM_001025158;NM_001025159;NM_004355;NM_001025158;NM_001025159;NM_004355,CD74
chr5:149318595-149318961,NM_001025105;NM_001892,CSNK1A1
chr5:149318595-149318961,NM_014983,HMGXB3
chr5:149318595-149318961,NM_000112,SLC26A2
chr5:149319494-149320025,NM_001025158;NM_001025159;NM_004355;NM_001025158;NM_001025159;NM_004355,CD74
chr5:149319494-149320025,NM_001025105;NM_001892,CSNK1A1
chr5:149319494-149320025,NM_014983,HMGXB3
chr5:149319494-149320025,NM_000112,SLC26A2
chr5:149328680-149328896,NM_001025158;NM_001025159;NM_004355;NM_001025158;NM_001025159;NM_004355,CD74
chr5:149328680-149328896,NM_001025105;NM_001892,CSNK1A1
chr5:149328680-149328896,NM_014983,HMGXB3
chr5:149328680-149328896,NM_000112,SLC26A2
chr5:14937373-14937729,NM_019018,FAM105A
chr5:149445526-149445798,NM_001025158;NM_001025159;NM_004355;NM_001025158;NM_001025159;NM_004355,CD74
chr5:149445526-149445798,NM_014983,HMGXB3
chr5:149445526-149445798,NM_000112,SLC26A2
chr5:149503243-149503437,NM_001025158;NM_001025159;NM_004355;NM_001025158;NM_001025159;NM_004355,CD74
chr5:149503243-149503437,NM_014983,HMGXB3
chr5:149503243-149503437,NM_000112,SLC26A2
chr5:149525289-149525473,NM_001166209,SYNPO
chr5:149533722-149534084,NM_002609,PDGFRB
chr5:149533722-149534084,NM_001166208;NM_001166209,SYNPO
chr5:149649694-149650062,NM_015981;NM_171825,CAMK2A
chr5:149649694-149650062,NM_014228,SLC6A7
chr5:149658643-149658710,NM_015981;NM_171825,CAMK2A
chr5:149658643-149658710,NM_014228,SLC6A7
chr5:149658643-149658710,NM_001166209,SYNPO
chr5:149665679-149665848,NM_015981;NM_171825,CAMK2A
chr5:149665679-149665848,NM_014228,SLC6A7
chr5:149667554-149667894,NM_015981;NM_171825,CAMK2A
chr5:149667554-149667894,NM_014228,SLC6A7
chr5:149667554-149667894,NM_001166209,SYNPO
chr5:149668238-149668366,NM_015981;NM_171825,CAMK2A
chr5:149668238-149668366,NM_014228,SLC6A7
chr5:149668238-149668366,NM_001166209,SYNPO
chr5:149696810-149697163,NM_002609,PDGFRB
chr5:149696810-149697163,NM_001166209,SYNPO
chr5:149708719-149708969,NM_014983,HMGXB3
chr5:149789263-149789759,NM_001025158;NM_001025159;NM_004355;NM_001025158;NM_001025159;NM_004355,CD74
chr5:149789263-149789759,NM_001135644;NM_001135643;NM_016221,DCTN4
chr5:149789263-149789759,NM_018047,RBM22
chr5:149794145-149794332,NM_001025158;NM_001025159;NM_004355;NM_001025158;NM_001025159;NM_004355,CD74
chr5:149794145-149794332,NM_018047,RBM22
chr5:149794145-149794332,NM_001166209,SYNPO
chr5:149794145-149794332,NM_001172831;NM_001172832;NM_052860,ZNF300
chr5:1498250-1498484,NM_024830,LPCAT1
chr5:149838456-149838698,NM_014228,SLC6A7
chr5:149838456-149838698,NM_001166209,SYNPO
chr5:149838456-149838698,NM_001172831;NM_001172832;NM_052860,ZNF300
chr5:149840923-149841036,NM_001166209,SYNPO
chr5:149840923-149841036,NM_001172831;NM_001172832;NM_052860,ZNF300
chr5:149945724-149945760,NM_001166209,SYNPO
chr5:149945724-149945760,NM_001172831;NM_001172832;NM_052860,ZNF300
chr5:149989582-149989693,NM_002084,GPX3
chr5:14999732-15000132,NM_138348,FAM105B
chr5:149999061-149999403,NM_032947,C5orf62
chr5:149999061-149999403,NM_001166208;NM_001109974;NM_007286,SYNPO
chr5:150004824-150005027,NM_001122853;NM_133371,MYOZ3
chr5:150004824-150005027,NM_001166208,SYNPO
chr5:150006488-150006837,NM_001122853;NM_133371,MYOZ3
chr5:150006488-150006837,NM_001109974;NM_007286,SYNPO
chr5:150086779-150087134,NM_001135644;NM_001135643;NM_016221,DCTN4
chr5:150086779-150087134,NM_018047,RBM22
chr5:15008718-15008950,NM_054027,ANKH
chr5:150108879-150109189,NM_001166209,SYNPO
chr5:150142965-150143377,NM_032947,C5orf62
chr5:150142965-150143377,NM_015621,CCDC69
chr5:150142965-150143377,NM_001025158;NM_001025159;NM_004355;NM_001025158;NM_001025159;NM_004355,CD74
chr5:150142965-150143377,NM_001135644;NM_001135643;NM_016221,DCTN4
chr5:150142965-150143377,NM_018047,RBM22
chr5:150142965-150143377,NM_006058,TNIP1
chr5:150159490-150160262,NM_032947,C5orf62
chr5:150159490-150160262,NM_015621,CCDC69
chr5:150159490-150160262,NM_001025158;NM_001025159;NM_004355;NM_001025158;NM_001025159;NM_004355,CD74
chr5:150159490-150160262,NM_001135644;NM_001135643;NM_016221,DCTN4
chr5:150159490-150160262,NM_018047,RBM22
chr5:150159490-150160262,NM_006058,TNIP1
chr5:150161319-150161633,NM_001155,ANXA6
chr5:150161319-150161633,NM_032947,C5orf62
chr5:150163031-150163501,NM_032947,C5orf62
chr5:150163031-150163501,NM_015621,CCDC69
chr5:150163031-150163501,NM_001135644,DCTN4
chr5:150163031-150163501,NM_018047,RBM22
chr5:150163031-150163501,NM_006058,TNIP1
chr5:150167184-150167440,NM_032947,C5orf62
chr5:150167184-150167440,NM_015621,CCDC69
chr5:150167184-150167440,NM_001025158;NM_001025159;NM_004355;NM_001025158;NM_001025159;NM_004355,CD74
chr5:150167184-150167440,NM_001135644,DCTN4
chr5:150167184-150167440,NM_018047,RBM22
chr5:150167184-150167440,NM_006058,TNIP1
chr5:150169826-150170319,NM_032947,C5orf62
chr5:150169826-150170319,NM_015621,CCDC69
chr5:150169826-150170319,NM_001025158;NM_001025159;NM_004355;NM_001025158;NM_001025159;NM_004355,CD74
chr5:150169826-150170319,NM_001135644;NM_001135643;NM_016221,DCTN4
chr5:150169826-150170319,NM_018047,RBM22
chr5:150169826-150170319,NM_006058,TNIP1
chr5:1501941-1502569,NM_024830,LPCAT1
chr5:150261861-150262245,NM_001145805,IRGM
chr5:150267218-150267533,NM_001145805,IRGM
chr5:1503544-1504024,NM_024830,LPCAT1
chr5:150379028-150379237,NM_018047,RBM22
chr5:150379028-150379237,NM_001166209,SYNPO
chr5:150379028-150379237,NM_006058,TNIP1
chr5:150385694-150386089,NM_002084,GPX3
chr5:150385694-150386089,NM_001166209,SYNPO
chr5:150396267-150396571,NM_015621,CCDC69
chr5:150396267-150396571,NM_001135644;NM_001135643;NM_016221,DCTN4
chr5:150396267-150396571,NM_018047,RBM22
chr5:150396267-150396571,NM_078483,SLC36A1
chr5:150396267-150396571,NM_006058,TNIP1
chr5:150401918-150402484,NM_002084,GPX3
chr5:150401918-150402484,NM_006058,TNIP1
chr5:1504118-1504272,NM_024830,LPCAT1
chr5:1504118-1504272,NM_006598,SLC12A7
chr5:150433768-150433905,NM_015621,CCDC69
chr5:150433768-150433905,NM_001135644;NM_001135643;NM_016221,DCTN4
chr5:150433768-150433905,NM_018047,RBM22
chr5:150433768-150433905,NM_006058,TNIP1
chr5:150438663-150438839,NM_015621,CCDC69
chr5:150438663-150438839,NM_001135644;NM_001135643;NM_016221,DCTN4
chr5:150438663-150438839,NM_018047,RBM22
chr5:150438663-150438839,NM_078483,SLC36A1
chr5:150438663-150438839,NM_006058,TNIP1
chr5:150447679-150448189,NM_032947,C5orf62
chr5:150447679-150448189,NM_015621,CCDC69
chr5:150447679-150448189,NM_001135644;NM_001135643;NM_016221,DCTN4
chr5:150447679-150448189,NM_018047,RBM22
chr5:150447679-150448189,NM_078483,SLC36A1
chr5:150447679-150448189,NM_006058,TNIP1
chr5:150455023-150455538,NM_015621,CCDC69
chr5:150455023-150455538,NM_001135644;NM_001135643;NM_016221,DCTN4
chr5:150455023-150455538,NM_018047,RBM22
chr5:150455023-150455538,NM_078483,SLC36A1
chr5:150455023-150455538,NM_006058,TNIP1
chr5:150462985-150463261,NM_015621,CCDC69
chr5:150462985-150463261,NM_001135644;NM_001135643;NM_016221,DCTN4
chr5:150462985-150463261,NM_018047,RBM22
chr5:150462985-150463261,NM_078483,SLC36A1
chr5:150462985-150463261,NM_006058,TNIP1
chr5:150468607-150468833,NM_032947,C5orf62
chr5:150468607-150468833,NM_015621,CCDC69
chr5:150468607-150468833,NM_001135644,DCTN4
chr5:150468607-150468833,NM_018047,RBM22
chr5:150468607-150468833,NM_078483,SLC36A1
chr5:150468607-150468833,NM_006058,TNIP1
chr5:150474739-150475397,NM_032947,C5orf62
chr5:150474739-150475397,NM_015621,CCDC69
chr5:150474739-150475397,NM_001135644;NM_001135643;NM_016221,DCTN4
chr5:150474739-150475397,NM_018047,RBM22
chr5:150474739-150475397,NM_078483,SLC36A1
chr5:150474739-150475397,NM_006058,TNIP1
chr5:150476545-150477196,NM_015621,CCDC69
chr5:150476545-150477196,NM_001135644;NM_001135643;NM_016221,DCTN4
chr5:150476545-150477196,NM_018047,RBM22
chr5:150476545-150477196,NM_006058,TNIP1
chr5:150477506-150477962,NM_015621,CCDC69
chr5:150477506-150477962,NM_001135644;NM_001135643;NM_016221,DCTN4
chr5:150477506-150477962,NM_018047,RBM22
chr5:150477506-150477962,NM_006058,TNIP1
chr5:150505089-150505277,NM_001193544,ANXA6
chr5:150505089-150505277,NM_015621,CCDC69
chr5:150505089-150505277,NM_001135644;NM_001135643;NM_016221,DCTN4
chr5:150505089-150505277,NM_018047,RBM22
chr5:150505089-150505277,NM_006058,TNIP1
chr5:150536063-150536329,NM_001155,ANXA6
chr5:150588200-150588477,NM_015621,CCDC69
chr5:150588200-150588477,NM_001135644;NM_001135643;NM_016221,DCTN4
chr5:150588200-150588477,NM_078483,SLC36A1
chr5:150588200-150588477,NM_006058,TNIP1
chr5:150588639-150588957,NM_015621,CCDC69
chr5:150588639-150588957,NM_001135644;NM_001135643;NM_016221,DCTN4
chr5:150588639-150588957,NM_078483,SLC36A1
chr5:150588639-150588957,NM_006058,TNIP1
chr5:150593680-150594043,NM_015621,CCDC69
chr5:150593680-150594043,NM_001135644;NM_001135643;NM_016221,DCTN4
chr5:150593680-150594043,NM_078483,SLC36A1
chr5:150593680-150594043,NM_006058,TNIP1
chr5:150594261-150594451,NM_001193544,ANXA6
chr5:150594261-150594451,NM_015621,CCDC69
chr5:150594261-150594451,NM_006058,TNIP1
chr5:150635446-150635735,NM_032947,C5orf62
chr5:150635446-150635735,NM_015621,CCDC69
chr5:150635446-150635735,NM_001135644,DCTN4
chr5:150635446-150635735,NM_078483,SLC36A1
chr5:150635446-150635735,NM_006058,TNIP1
chr5:150902961-150903053,NM_001447,FAT2
chr5:150965724-150965991,NM_001447,FAT2
chr5:150974691-150975014,NM_001145017;NM_181774,SLC36A3
chr5:151017311-151017607,NM_001447,FAT2
chr5:151078700-151079028,NM_004045,ATOX1
chr5:151078700-151079028,NM_003118,SPARC
chr5:151088912-151089056,NM_001145017;NM_181774,SLC36A3
chr5:151097773-151098033,NM_003118,SPARC
chr5:151129219-151129502,NM_078483,SLC36A1
chr5:151200780-151201112,NM_000171;NM_001146040,GLRA1
chr5:1512306-1512503,NM_024830,LPCAT1
chr5:1512306-1512503,NM_006598,SLC12A7
chr5:1516282-1516761,NM_024830,LPCAT1
chr5:1516282-1516761,NM_006598,SLC12A7
chr5:1517056-1517558,NM_024830,LPCAT1
chr5:1517056-1517558,NM_006598,SLC12A7
chr5:1518804-1519187,NM_024830,LPCAT1
chr5:152730391-152730628,NM_000827;NM_001114183,GRIA1
chr5:153128376-153128507,NM_000827;NM_001114183,GRIA1
chr5:1536479-1536809,NM_024830,LPCAT1
chr5:1536479-1536809,NM_006598,SLC12A7
chr5:153855980-153856061,NM_004821,HAND1
chr5:153903267-153903411,NM_004821,HAND1
chr5:153963327-153963532,NM_004821,HAND1
chr5:153963327-153963532,NM_001014990;NM_014180,MRPL22
chr5:153963327-153963532,NM_001131062;NM_001131063;NM_024632,SAP30L
chr5:154062607-154063000,NM_015465,GEMIN5
chr5:154205315-154205569,NM_015465,GEMIN5
chr5:154205315-154205569,NM_001099293,KIF4B
chr5:15425823-15425980,NM_012304,FBXL7
chr5:154871450-154872048,NM_001099293,KIF4B
chr5:1562820-1563021,NM_024830,LPCAT1
